use_sim_time,graph,init_bots,priority_nodes,init_locations,done,sim_length,random_string,algo_name,parameters,avg_idle,priority_avg_idle,non_priority_avg_idle,max_idle,priority_max_idle,non_priority_max_idle,avg_ratio
True,iitb,3,5882320075 668620103 3215340463 3215340464,3215340463 668620103 3215340464,False,20000,ppa_greedy_iitb_63_3,ppa_greedy,3,208.0643085141848,155.26800180018003,218.6235698569857,1090,665,1090,1.7833123715549433
True,iitb,3,5882320075 -22 667357387 1990860598 667357361,667357387 667357361 5882320075,False,20000,ppa_greedy_iitb_67_3,ppa_greedy,3,197.78075897692247,195.1718170457385,198.46732264302344,1226,996,1226,1.0988251529085853
True,cair,3,1563324324 1154147728 1563324349 1563324336,1563324336 1563324349 1154147728,False,20000,ppa_greedy_cair_15_3,ppa_greedy,3,86.07023406725891,63.81326566328316,92.42936789696628,638,423,638,1.729124056438503
True,cair,1,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,1563324348,False,20000,ppa_greedy_cair_21_3,ppa_greedy,3,205.20391862597964,123.74036184759046,245.9356970151743,1514,511,1514,2.2740475950344217
True,cair,1,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,cluster_1563324004_1563324334,False,20000,ppa_greedy_cair_85_3,ppa_greedy,3,176.58527706919648,119.73862101735608,192.8271787982937,1000,471,1000,1.99952708888256
True,cair,3,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,1563324327 cluster_1563324333_1563324337 1563324343,False,20000,ppa_greedy_cair_87_3,ppa_greedy,3,85.42259672284177,47.07806170925639,96.37817815529472,713,287,713,2.787062398475102
True,grid_5_5,3,10 15 24 18 2 23,15 23 10,False,20000,ppa_greedy_grid_5_5_11_3,ppa_greedy,3,128.9295720855829,106.94885189628742,135.8708521453604,703,668,703,1.509113685737454
True,iitb,2,4369058864 cluster_-172_5366445082 668685374 667357401,4369058864 cluster_-172_5366445082,False,20000,ppa_greedy_iitb_26_3,ppa_greedy,3,336.5993658650401,212.7730488475576,361.3646292685366,2315,995,2315,1.9904352959906697
True,cair,2,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,cluster_1563324002_1563324346 1563324353,False,20000,ppa_greedy_cair_50_3,ppa_greedy,3,132.43252201939373,94.38414603650912,143.30348658593218,618,439,618,1.838202132715636
True,grid_5_5,2,20 10 6 1 24 15,15 24,False,20000,ppa_greedy_grid_5_5_46_3,ppa_greedy,3,176.94686934346717,137.79430638198576,189.3108365944613,926,859,926,1.6475990081290388
True,cair,4,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,1563324336 cluster_1563324010_1563324356 1563324327 1563324011,False,20000,ppa_greedy_cair_60_3,ppa_greedy,3,68.46993437904574,50.99219049524095,77.20880632094813,511,370,511,1.832765372306936
True,grid_5_5,1,10 15 24 18 2 23,24,False,20000,ppa_greedy_grid_5_5_9_3,ppa_greedy,3,289.930372518626,246.23176992182945,303.7299312334038,1558,1055,1558,1.3839173729063887
True,grid_5_5,2,17 19 21 13 14,13 21,False,20000,ppa_greedy_grid_5_5_42_3,ppa_greedy,3,191.0846590681864,153.0892021595681,200.5835232953409,1023,755,1023,1.5053434319578067
True,iitb,4,5882320075 668620103 3215340463 3215340464,3215340463 5882320075 668620103 3215340464,False,20000,ppa_greedy_iitb_64_3,ppa_greedy,3,169.55062291666664,131.899525,177.0808425,964,808,964,1.670338234510529
True,iitb,4,667357419 -266 667357412 4369058864 -222,-266 667357412 -222 4369058864,False,20000,ppa_greedy_iitb_32_3,ppa_greedy,3,164.2455694145878,111.13454981752736,178.2221535190774,1111,778,1111,1.8773308411709253
True,grid_5_5,4,10 15 24 18 2 23,15 10 2 24,False,20000,ppa_greedy_grid_5_5_12_3,ppa_greedy,3,98.29395330233488,82.71430595136908,103.21384193948197,597,558,597,1.469783366630261
True,grid_5_5,4,22 9 0 10 23 24,10 22 23 0,False,20000,ppa_greedy_grid_5_5_84_3,ppa_greedy,3,97.80752762361882,96.06747995933536,98.35701635970833,542,489,542,1.2075380587286777
True,cair,4,1563324324 1154147728 1563324349 1563324336,1154147728 1563324336 1563324324 1563324349,False,20000,ppa_greedy_cair_16_3,ppa_greedy,3,65.85047414295953,48.64338033098345,70.76678666066697,482,334,482,1.8533141018989767
True,iitb,4,667357387 667357401 668672700 667357412 667357419,668672700 667357412 667357401 667357387,False,20000,ppa_greedy_iitb_104_3,ppa_greedy,3,156.87893879557424,116.47768446310738,167.5108478304339,1184,621,1184,1.7498382894887026
True,cair,2,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,1154147726 cluster_1563324004_1563324334,False,20000,ppa_greedy_cair_22_3,ppa_greedy,3,129.7766611111111,72.58845,158.3707666666667,940,429,940,2.614562510125893
True,grid_5_5,3,17 19 21 13 14,14 17 19,False,20000,ppa_greedy_grid_5_5_43_3,ppa_greedy,3,132.82111116667502,107.19139870980646,139.22853928089214,832,597,832,1.5062208089417155
True,iitb,2,5882320075 -22 667357387 1990860598 667357361,5882320075 -22,False,20000,ppa_greedy_iitb_66_3,ppa_greedy,3,283.0854270833333,275.47798,285.0873868421053,1405,1405,1364,1.1226187604270537
True,iitb,2,667357387 2055461156 -282 667357412 5366445083 4369058864,4369058864 5366445083,False,20000,ppa_greedy_iitb_106_3,ppa_greedy,3,315.0057467673132,253.0369926014797,335.66199815592444,2172,1014,2172,1.5108321199024826
True,cair,2,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,cluster_1563324010_1563324356 1563324324,False,20000,ppa_greedy_cair_54_3,ppa_greedy,3,111.827022537762,85.80305984700765,121.83623895728287,674,460,674,1.6392294715008375
True,iitb,2,667357401 5366445083 667357361 1990860600 667357415 -22,667357415 1990860600,False,20000,ppa_greedy_iitb_70_3,ppa_greedy,3,319.60675077523257,253.8224967490247,341.5348354506352,2685,1401,2685,1.4702813473938203
True,grid_5_5,3,0 15 20 4,15 20 0,False,20000,ppa_greedy_grid_5_5_75_3,ppa_greedy,3,150.91685482233504,112.87888324873096,158.16218274111674,840,535,840,1.8142670079422647
True,cair,1,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,1563324348,False,20000,ppa_greedy_cair_89_3,ppa_greedy,3,185.70944977671127,147.29477104579084,200.48432621168075,1083,611,1083,1.4595332998277104
True,iitb,3,4369058864 -22 668685374 668620103 -222 667357401,-22 4369058864 -222,False,20000,ppa_greedy_iitb_35_3,ppa_greedy,3,228.51499375,153.34050833333333,253.5731555555556,2139,875,2139,1.9316331563410951
True,grid_5_5,2,0 15 20 4,0 15,False,20000,ppa_greedy_grid_5_5_74_3,ppa_greedy,3,185.56765846830635,153.11602679464107,191.7489216442426,893,629,893,1.5618432402406943
True,iitb,3,667357401 5366445083 667357361 1990860600 667357415 -22,1990860600 667357415 -22,False,20000,ppa_greedy_iitb_71_3,ppa_greedy,3,220.0285490353028,179.6190821618557,233.4983713264518,1454,1004,1454,1.436127830446387
True,grid_5_5,4,20 10 6 1 24 15,24 20 10 6,False,20000,ppa_greedy_grid_5_5_48_3,ppa_greedy,3,105.72554827741386,79.60163008150407,113.9752066550696,666,480,666,1.7514419610484215
True,cair,4,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,1563324011 1563324336 cluster_1563324002_1563324346 1154147727,False,20000,ppa_greedy_cair_20_3,ppa_greedy,3,67.10227791588453,62.08791030389123,69.03088084357427,491,450,491,1.419871109949399
True,iitb,3,4369058864 cluster_-172_5366445082 668685374 667357401,668685374 667357401 cluster_-172_5366445082,False,20000,ppa_greedy_iitb_27_3,ppa_greedy,3,246.28410587196024,150.44634731736588,265.4516575828791,1757,830,1757,2.0589488969119234
True,cair,3,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,cluster_1563324002_1563324346 1563324324 1563324348,False,20000,ppa_greedy_cair_51_3,ppa_greedy,3,82.08212487915459,48.96117111711171,91.54525452545256,628,288,628,2.2643009215779744
True,cair,3,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,1563324011 cluster_1563324002_1563324346 1154147727,False,20000,ppa_greedy_cair_19_3,ppa_greedy,3,79.76744114983528,73.39473973698685,82.21848015477697,545,515,545,1.3271124525580746
True,grid_5_5,1,13 17 21 0,13,False,20000,ppa_greedy_grid_5_5_37_3,ppa_greedy,3,280.2201270190529,206.7796169425414,294.20879560505506,1483,726,1483,1.660074671860991
True,cair,1,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,1154147728,False,20000,ppa_greedy_cair_53_3,ppa_greedy,3,196.0510898803966,149.39966986794718,213.99394373133867,1109,540,1109,1.5798183442973248
True,iitb,3,667357387 2055461156 -282 667357412 5366445083 4369058864,4369058864 -282 5366445083,False,20000,ppa_greedy_iitb_107_3,ppa_greedy,3,229.90317077438385,190.6169574563816,242.998575213718,1323,880,1323,1.4239365087843283
True,grid_5_5,3,20 10 6 1 24 15,1 6 24,False,20000,ppa_greedy_grid_5_5_47_3,ppa_greedy,3,135.23965401729916,106.2645034414946,144.3897015675532,726,585,726,1.6919698959829643
True,grid_5_5,1,22 9 0 10 23 24,23,False,20000,ppa_greedy_grid_5_5_81_3,ppa_greedy,3,273.7105944702765,261.87708947885943,277.4474907833556,1261,972,1261,1.1944263211634962
True,cair,1,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,cluster_1563324002_1563324346,False,20000,ppa_greedy_cair_93_3,ppa_greedy,3,202.52175773132868,149.22842284228423,229.1684251758509,1141,845,1141,1.6910453197162567
True,iitb,1,667357401 5366445083 667357361 1990860600 667357415 -22,1990860600,False,20000,ppa_greedy_iitb_69_3,ppa_greedy,3,540.7935219465013,437.8229854579413,575.1170341093546,4670,2386,4670,1.4479440591206458
True,grid_5_5,1,17 19 21 13 14,19,False,20000,ppa_greedy_grid_5_5_41_3,ppa_greedy,3,283.73653626813405,230.8686143071536,296.9535167583792,1520,942,1520,1.4065811373165564
True,iitb,2,667357387 667357401 668672700 667357412 667357419,667357387 667357419,False,20000,ppa_greedy_iitb_102_3,ppa_greedy,3,313.22797916666667,223.67354,336.79493684210524,2579,1067,2579,1.717512309172613
True,grid_5_5,3,4 13 0 11 16,11 13 4,False,20000,ppa_greedy_grid_5_5_7_3,ppa_greedy,3,128.5805458908218,122.50952809438112,130.098300339932,751,646,751,1.2556437456797522
True,cair,1,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,1563324327,False,20000,ppa_greedy_cair_57_3,ppa_greedy,3,185.2069179140136,150.4694886155282,202.5756325632564,890,678,890,1.5390237165330825
True,grid_5_5,4,4 13 0 11 16,11 0 4 16,False,20000,ppa_greedy_grid_5_5_8_3,ppa_greedy,3,106.86954209158168,104.49092181563688,107.4641971605679,657,657,624,1.2337205468182826
True,grid_5_5,3,22 9 0 10 23 24,23 10 22,False,20000,ppa_greedy_grid_5_5_83_3,ppa_greedy,3,125.82226868060418,123.799281451102,126.46110675307855,641,641,631,1.1925648797827637
True,grid_5_5,2,10 15 24 18 2 23,10 23,False,20000,ppa_greedy_grid_5_5_10_3,ppa_greedy,3,177.2422466740022,148.87682137974727,186.1997493985037,1162,843,1162,1.44405576659817
True,grid_5_5,4,21 22 9 7 24,22 24 7 21,False,20000,ppa_greedy_grid_5_5_80_3,ppa_greedy,3,108.76619676064789,82.4119176164767,115.35476654669066,691,620,691,1.7126087133178167
True,grid_5_5,3,13 1 12 4,1 12 4,False,20000,ppa_greedy_grid_5_5_3_3,ppa_greedy,3,134.03269763488174,99.82131606580327,140.54915126708715,751,735,751,1.6667213060954675
True,grid_5_5,2,13 1 12 4,1 12,False,20000,ppa_greedy_grid_5_5_2_3,ppa_greedy,3,189.60769030709213,138.94194508352507,199.25830844491443,1089,784,1089,1.704844079285849
True,cair,3,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,cluster_1563324010_1563324356 1563324324 1563324348,False,20000,ppa_greedy_cair_55_3,ppa_greedy,3,84.0121589412804,62.99137956897845,92.09707408447343,567,374,567,1.7014410108242823
True,grid_5_5,4,17 19 21 13 14,21 13 14 19,False,20000,ppa_greedy_grid_5_5_44_3,ppa_greedy,3,105.29777066559984,81.59797969695454,111.22271840776116,715,548,715,1.6330810156639637
True,iitb,2,4369058864 -22 668685374 668620103 -222 667357401,-22 4369058864,False,20000,ppa_greedy_iitb_34_3,ppa_greedy,3,343.95690949116926,227.92627708010207,382.633786961525,2624,1419,2624,1.9106733221506629
True,cair,3,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,1563324343 cluster_1563324004_1563324334 1563324348,False,20000,ppa_greedy_cair_23_3,ppa_greedy,3,90.04716153081235,50.80714297618452,109.66717080812624,603,315,603,2.652725097801989
True,cair,2,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,1563324336 1154147727,False,20000,ppa_greedy_cair_18_3,ppa_greedy,3,115.4844361111111,111.87215999999998,116.87377307692309,641,641,640,1.233747959387287
True,cair,2,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,cluster_1563324004_1563324334 1563324357,False,20000,ppa_greedy_cair_94_3,ppa_greedy,3,119.38024080185797,84.35903590359035,136.89084325099176,867,586,867,1.8596588077410288
True,iitb,1,5882320075 668620103 3215340463 3215340464,3215340463,False,20000,ppa_greedy_iitb_61_3,ppa_greedy,3,476.0312468734367,368.8277138569285,497.4719534767384,2328,1595,2328,1.5728452590001831
True,grid_5_5,2,13 17 21 0,0 13,False,20000,ppa_greedy_grid_5_5_38_3,ppa_greedy,3,179.62116846738695,136.54924469787915,187.82534442348367,947,661,947,1.637322708950539
True,iitb,4,667357387 2055461156 -282 667357412 5366445083 4369058864,4369058864 667357387 2055461156 5366445083,False,20000,ppa_greedy_iitb_108_3,ppa_greedy,3,165.40102239776022,129.63165350131652,177.32414536324148,1003,620,1003,1.5323833991284692
True,cair,1,1563324324 1154147728 1563324349 1563324336,1154147728,False,20000,ppa_greedy_cair_13_3,ppa_greedy,3,211.1147859273703,166.30360981950903,223.9179791010449,1031,669,1031,1.5283735275875896
True,iitb,3,667357419 -266 667357412 4369058864 -222,667357412 -266 -222,False,20000,ppa_greedy_iitb_31_3,ppa_greedy,3,218.98462006433653,147.8646832341617,237.7003929143825,1607,1019,1607,1.9137565649171144
True,grid_5_5,3,21 22 9 7 24,21 22 9,False,20000,ppa_greedy_grid_5_5_79_3,ppa_greedy,3,142.74044706706007,103.78777816672502,152.47861429214382,893,634,893,1.801230662519673
True,cair,3,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,cluster_1563324004_1563324334 cluster_1563324002_1563324346 1563324349,False,20000,ppa_greedy_cair_95_3,ppa_greedy,3,83.8005650282514,59.24234545060587,96.0796748170742,590,444,590,1.8945119328746047
True,grid_5_5,1,0 15 20 4,4,False,20000,ppa_greedy_grid_5_5_73_3,ppa_greedy,3,296.24995749362404,268.80627094064107,301.47732636085885,1345,1133,1345,1.4773009858397077
True,iitb,4,3215340463 667357401 668685374 667357387,668685374 667357401 667357387 3215340463,False,20000,ppa_greedy_iitb_100_3,ppa_greedy,3,182.3653905442789,127.35027747225276,193.3684131586841,1438,906,1438,1.873093592485343
True,iitb,4,4369058864 cluster_-172_5366445082 668685374 667357401,4369058864 667357401 cluster_-172_5366445082 668685374,False,20000,ppa_greedy_iitb_28_3,ppa_greedy,3,192.8052777222111,119.28275655131026,207.5097819563913,1366,777,1366,2.1391185415960474
True,grid_5_5,4,0 15 20 4,20 4 0 15,False,20000,ppa_greedy_grid_5_5_76_3,ppa_greedy,3,117.7141597079854,86.51982599129957,123.6559375587827,693,553,693,1.9394937922611908
True,cair,4,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,1563324324 1563324353 cluster_1563324002_1563324346 1563324348,False,20000,ppa_greedy_cair_52_3,ppa_greedy,3,66.34378820208487,38.093081116223246,74.41541879804532,508,257,508,2.420914891281376
True,grid_5_5,4,13 17 21 0,17 0 21 13,False,20000,ppa_greedy_grid_5_5_40_3,ppa_greedy,3,100.39839775966396,80.87899434915238,104.11637936166616,629,466,629,1.5314809133010687
True,cair,4,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,1563324357 1563324324 cluster_1563324004_1563324334 1154147728,False,20000,ppa_greedy_cair_96_3,ppa_greedy,3,69.73827104932715,48.781794846151286,80.21650915091509,539,358,539,1.9426470713245496
True,grid_5_5,2,21 22 9 7 24,7 9,False,20000,ppa_greedy_grid_5_5_78_3,ppa_greedy,3,180.30900470141043,134.85529658897667,191.67243172951885,821,802,821,1.7083408074447202
True,cair,2,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,1563324343 cluster_1563324004_1563324334,False,20000,ppa_greedy_cair_86_3,ppa_greedy,3,145.2150388888889,90.8665875,160.74316785714285,885,461,885,2.365962501438651
True,cair,2,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,1563324357 cluster_1563324010_1563324356,False,20000,ppa_greedy_cair_90_3,ppa_greedy,3,112.29182017726654,89.77664416104027,120.95150326043051,715,588,715,1.503899708499153
True,iitb,1,667357419 -266 667357412 4369058864 -222,4369058864,False,20000,ppa_greedy_iitb_29_3,ppa_greedy,3,553.3791670837921,371.8819901892081,601.1415820560511,3147,2085,3147,1.798809634145403
True,cair,4,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,cluster_1563324010_1563324356 1154147728 1563324324 1563324343,False,20000,ppa_greedy_cair_56_3,ppa_greedy,3,65.41046281019283,46.98374081295936,72.49766357835955,438,292,438,1.813416087044044
True,grid_5_5,1,21 22 9 7 24,7,False,20000,ppa_greedy_grid_5_5_77_3,ppa_greedy,3,294.7866206482593,226.80327130852345,311.7824579831933,1296,970,1296,1.563455933782708
True,cair,3,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,414035791 1154147727 1563324357,False,20000,ppa_greedy_cair_91_3,ppa_greedy,3,80.54327099376606,65.27121712171217,86.41713786763292,604,497,604,1.4921184932383385
True,iitb,1,667357387 2055461156 -282 667357412 5366445083 4369058864,4369058864,False,20000,ppa_greedy_iitb_105_3,ppa_greedy,3,503.4322229166667,426.251125,529.1592555555555,2168,1706,2168,1.3795757246783256
True,cair,2,1563324324 1154147728 1563324349 1563324336,1563324324 1563324336,False,20000,ppa_greedy_cair_14_3,ppa_greedy,3,113.03334889744914,80.60889739356647,122.2974778985585,803,386,803,1.7298926609853926
True,cair,1,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,1563324324,False,20000,ppa_greedy_cair_49_3,ppa_greedy,3,194.60770782284007,116.54674451167676,216.9108401974582,941,481,941,2.129676987340252
True,cair,4,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,1154147727 1563324349 cluster_1563324004_1563324334 1154147726,False,20000,ppa_greedy_cair_24_3,ppa_greedy,3,73.18033888888888,38.444875,90.54807083333333,506,278,506,2.878207960268856
True,iitb,4,5882320075 -22 667357387 1990860598 667357361,667357387 667357361 5882320075 1990860598,False,20000,ppa_greedy_iitb_68_3,ppa_greedy,3,144.70910007667433,141.69612961296127,145.50198704080935,907,907,891,1.1731826255288036
True,iitb,4,667357401 5366445083 667357361 1990860600 667357415 -22,667357415 1990860600 667357401 667357361,False,20000,ppa_greedy_iitb_72_3,ppa_greedy,3,177.66605217550702,138.86662000699894,190.5991962316764,1298,884,1298,1.5368791953814918
True,grid_5_5,2,22 9 0 10 23 24,23 0,False,20000,ppa_greedy_grid_5_5_82_3,ppa_greedy,3,174.96765514827226,167.82074811221682,177.22457315965818,914,834,914,1.2083270397787451
True,grid_5_5,3,13 17 21 0,13 17 21,False,20000,ppa_greedy_grid_5_5_39_3,ppa_greedy,3,128.26882655867206,102.33078346082696,133.20940619635684,689,585,689,1.5278625106444783
True,grid_5_5,1,13 1 12 4,12,False,20000,ppa_greedy_grid_5_5_1_3,ppa_greedy,3,302.4929864411868,190.6489968479512,323.796603506565,1454,1114,1454,1.918196485628812
True,iitb,1,4369058864 cluster_-172_5366445082 668685374 667357401,668685374,False,20000,ppa_greedy_iitb_25_3,ppa_greedy,3,566.0916904131047,408.294268359746,597.6511748237764,3425,1823,3425,1.7033783395812938
True,cair,4,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,cluster_1563324004_1563324334 cluster_1563324333_1563324337 1563324327 1563324343,False,20000,ppa_greedy_cair_88_3,ppa_greedy,3,70.12940186324016,39.74337533123344,78.81112372952782,573,243,573,2.7964936890873893
True,iitb,2,5882320075 668620103 3215340463 3215340464,3215340464 3215340463,False,20000,ppa_greedy_iitb_62_3,ppa_greedy,3,370.0697666666667,307.628725,382.557975,1615,1111,1615,1.5822837020135647
True,grid_5_5,4,13 1 12 4,1 12 4 13,False,20000,ppa_greedy_grid_5_5_4_3,ppa_greedy,3,114.4762458122906,83.69403470173509,120.33952411906309,712,489,712,1.7744529127850304
True,iitb,2,667357419 -266 667357412 4369058864 -222,4369058864 667357412,False,20000,ppa_greedy_iitb_30_3,ppa_greedy,3,312.4887321538641,219.46126243190565,336.96964523859,2166,1198,2166,1.7535906242659027
True,cair,3,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,cluster_1563324010_1563324356 1563324011 1563324327,False,20000,ppa_greedy_cair_59_3,ppa_greedy,3,84.32859468137704,66.44674432945018,93.26951985734048,621,432,621,1.637502442691589
True,iitb,3,667357387 667357401 668672700 667357412 667357419,667357412 667357419 667357401,False,20000,ppa_greedy_iitb_103_3,ppa_greedy,3,224.79695625,162.47724,241.19688157894743,1881,738,1881,1.746587838899705
True,iitb,4,4369058864 -22 668685374 668620103 -222 667357401,-222 4369058864 667357401 -22,False,20000,ppa_greedy_iitb_36_3,ppa_greedy,3,192.34585667133427,127.31481296259253,214.02287124091487,2169,982,2169,1.9804192862198329
True,grid_5_5,1,20 10 6 1 24 15,24,False,20000,ppa_greedy_grid_5_5_45_3,ppa_greedy,3,287.64268507402966,227.39873449379752,306.6670905204187,1119,878,1119,1.5811639669452549
True,iitb,1,5882320075 -22 667357387 1990860598 667357361,667357361,False,20000,ppa_greedy_iitb_65_3,ppa_greedy,3,474.7247465272567,445.6366901795988,482.37949819769295,2118,1912,2118,1.1443120777538305
True,iitb,1,3215340463 667357401 668685374 667357387,667357387,False,20000,ppa_greedy_iitb_97_3,ppa_greedy,3,526.4236548523628,370.2386522695461,557.6606553689262,3821,1569,3821,1.6206442170147652
True,grid_5_5,1,4 13 0 11 16,0,False,20000,ppa_greedy_grid_5_5_5_3,ppa_greedy,3,284.8375667833917,299.1792796398199,281.2521385692846,1558,1558,986,1.082132717951341
True,iitb,1,667357387 667357401 668672700 667357412 667357419,667357412,False,20000,ppa_greedy_iitb_101_3,ppa_greedy,3,549.7780687936523,382.7873381007152,593.7229979233728,3345,1588,3345,1.755705782535537
True,cair,2,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,cluster_1563324333_1563324337 cluster_1563324010_1563324356,False,20000,ppa_greedy_cair_58_3,ppa_greedy,3,111.35032924897892,86.0483120780195,124.0013378344586,707,495,707,1.6318000933759236
True,grid_5_5,1,0 15 20 4,4,False,20000,ppa_greedy_grid_5_5_73_5,ppa_greedy,5,267.39142571285646,283.4063656828414,264.3409609566688,1128,1128,852,1.2503844873688794
True,iitb,1,3215340463 667357401 668685374 667357387,667357387,False,20000,ppa_greedy_iitb_97_5,ppa_greedy,5,481.1155444149956,374.9350027504125,502.35165274791217,2816,1788,2816,1.4863475804121644
True,grid_5_5,2,4 13 0 11 16,16 13,False,20000,ppa_greedy_grid_5_5_6_5,ppa_greedy,5,165.66834650395117,159.40686205861758,167.2337176152846,898,898,873,1.2139348369038274
True,grid_5_5,4,10 15 24 18 2 23,15 10 2 24,False,20000,ppa_greedy_grid_5_5_12_5,ppa_greedy,5,98.08945210957808,83.76404719056188,102.6132641892674,618,549,618,1.4222485950436372
True,cair,2,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,1563324343 cluster_1563324004_1563324334,False,20000,ppa_greedy_cair_86_5,ppa_greedy,5,113.81513146564896,73.35981950902455,125.37379202468448,773,374,773,2.1893382529095726
True,cair,3,1563324324 1154147728 1563324349 1563324336,1563324336 1563324349 1154147728,False,20000,ppa_greedy_cair_15_5,ppa_greedy,5,82.77108855442772,65.16193309665483,87.80227582807713,619,363,619,1.715903751599689
True,grid_5_5,2,10 15 24 18 2 23,10 23,False,20000,ppa_greedy_grid_5_5_10_5,ppa_greedy,5,169.19703859228156,138.79387455842163,178.79803776086885,1000,691,1000,1.4703067076715943
True,grid_5_5,2,13 17 21 0,0 13,False,20000,ppa_greedy_grid_5_5_38_5,ppa_greedy,5,170.51636218189088,141.51821158942053,176.03981943759956,1048,666,1048,1.491483657738376
True,cair,2,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,1154147726 cluster_1563324004_1563324334,False,20000,ppa_greedy_cair_22_5,ppa_greedy,5,123.8027613905276,72.53161350531613,149.43833533313335,789,485,789,2.431963132861597
True,cair,1,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,1563324324,False,20000,ppa_greedy_cair_49_5,ppa_greedy,5,168.07206576292666,125.76359361712773,180.16020066172635,646,480,646,1.6378374313994026
True,cair,3,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,1563324343 cluster_1563324004_1563324334 1563324348,False,20000,ppa_greedy_cair_23_5,ppa_greedy,5,89.99735264541005,52.665716619164286,108.66317065853292,733,324,733,2.568595590057376
True,grid_5_5,3,21 22 9 7 24,21 22 9,False,20000,ppa_greedy_grid_5_5_79_5,ppa_greedy,5,128.28016400820042,102.19288964448224,134.80198259912996,744,694,744,1.6228555501465636
True,grid_5_5,3,4 13 0 11 16,11 13 4,False,20000,ppa_greedy_grid_5_5_7_5,ppa_greedy,5,127.99482903419316,125.052549490102,128.73039892021595,726,613,726,1.2053225708054691
True,grid_5_5,3,13 17 21 0,13 17 21,False,20000,ppa_greedy_grid_5_5_39_5,ppa_greedy,5,125.38227490996398,103.21651160464184,129.60432506335866,685,604,685,1.4678939534894169
True,iitb,4,4369058864 cluster_-172_5366445082 668685374 667357401,4369058864 667357401 cluster_-172_5366445082 668685374,False,20000,ppa_greedy_iitb_28_5,ppa_greedy,5,172.83238735810374,133.5971145671851,180.67944191628743,1154,907,1154,1.6093760188930577
True,cair,4,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,cluster_1563324004_1563324334 cluster_1563324333_1563324337 1563324327 1563324343,False,20000,ppa_greedy_cair_88_5,ppa_greedy,5,69.88294136929069,42.54787739386969,77.6929596479824,510,262,510,2.614500749991597
True,iitb,2,5882320075 668620103 3215340463 3215340464,3215340464 3215340463,False,20000,ppa_greedy_iitb_62_5,ppa_greedy,5,278.950496617005,225.36487601239875,289.66762073792626,1729,872,1729,1.5203099652376122
True,iitb,1,667357387 667357401 668672700 667357412 667357419,667357412,False,20000,ppa_greedy_iitb_101_5,ppa_greedy,5,534.9053316330783,400.4423363504526,570.290330391664,2453,1450,2453,1.6026333577566183
True,grid_5_5,3,13 1 12 4,1 12 4,False,20000,ppa_greedy_grid_5_5_3_5,ppa_greedy,5,131.64194429164374,107.0338800820123,136.32919461728784,767,592,767,1.5614267307061322
True,iitb,2,4369058864 cluster_-172_5366445082 668685374 667357401,4369058864 cluster_-172_5366445082,False,20000,ppa_greedy_iitb_26_5,ppa_greedy,5,290.19939225690274,220.217587034814,304.19575330132056,2143,1062,2143,1.652827980011506
