,Algorithm,done,Graph,No. of Agents,Initial Locations,Parameters,Priority Nodes,Random String,sim_length,use_sim_time,Average Idleness,Priority Average Idleness,N. P. Average Idleness,Max Idleness,Priority Max Idleness,N. P.  Max Idleness,Average Ration,Depth,Sampling size
609,ppa_random,False,grid_5_5,4,1 12 4 13,5,13 1 12 4,ppa_random_grid_5_5_4_5,20000,True,101.701065053253,78.4645357267863,106.127070639246,576,427,576,1.66298549220623,5,
610,ppa_random,False,grid_5_5,3,21 22 9,5,21 22 9 7 24,ppa_random_grid_5_5_79_5,20000,True,123.316924615077,96.5330433913217,130.012894921016,719,565,719,1.64824920138708,5,
611,ppa_random,False,iitb,3,668685374 667357401 cluster_-172_5366445082,5,4369058864 cluster_-172_5366445082 668685374 667357401,ppa_random_iitb_27_5,20000,True,222.213851683409,157.923959218352,235.071830176421,1786,1130,1786,1.73685974203821,5,
612,ppa_random,False,cair,1,1563324348,5,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_random_cair_89_5,20000,True,185.516498350165,155.697810218978,196.985224554468,1062,719,1062,1.37183596629242,5,
613,ppa_random,False,cair,2,1563324343 cluster_1563324004_1563324334,5,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_random_cair_86_5,20000,True,121.262063158597,75.4395508203281,134.354209540959,846,415,846,2.32709207678651,5,
614,ppa_random,False,cair,3,414035791 1154147727 1563324357,5,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_random_cair_91_5,20000,True,80.222508390567,67.1039107821564,85.2681228553403,498,470,498,1.4458395990994,5,
615,ppa_random,False,cair,2,cluster_1563324333_1563324337 cluster_1563324010_1563324356,5,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,ppa_random_cair_58_5,20000,True,107.215903659987,86.1543796472275,117.746665666367,677,642,677,1.60997119248572,5,
616,ppa_random,False,cair,2,cluster_1563324002_1563324346 1563324353,5,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,ppa_random_cair_50_5,20000,True,108.311368992041,73.2524759903962,118.32819556394,644,502,644,1.95651127302734,5,
617,ppa_random,False,iitb,3,667357387 667357401 3215340463,5,3215340463 667357401 668685374 667357387,ppa_random_iitb_99_5,20000,True,217.684262823718,173.765435956404,226.46802819718,1801,1168,1801,1.52252456349394,5,
618,ppa_random,False,cair,4,1563324324 1563324353 cluster_1563324002_1563324346 1563324348,5,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,ppa_random_cair_52_5,20000,True,62.8050944444444,43.3099875,68.375125,570,273,570,1.96857574428282,5,
619,ppa_random,False,iitb,1,1990860600,5,667357401 5366445083 667357361 1990860600 667357415 -22,ppa_random_iitb_69_5,20000,True,506.77071565442,440.238207114888,528.94821850093,3044,2377,3044,1.29383699564554,5,
620,ppa_random,False,cair,1,1154147728,5,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,ppa_random_cair_53_5,20000,True,195.014877627139,152.27090899995,211.454865560674,1039,724,1039,1.53664424512635,5,
621,ppa_random,False,cair,1,1563324327,5,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,ppa_random_cair_57_5,20000,True,175.181097222222,148.480625,188.531333333333,935,935,918,1.44580946956074,5,
622,ppa_random,False,grid_5_5,2,0 15,5,0 15 20 4,ppa_random_grid_5_5_74_5,20000,True,176.661380930953,157.115594220289,180.384387923461,903,680,903,1.46597477261958,5,
623,ppa_random,False,cair,4,1154147727 1563324349 cluster_1563324004_1563324334 1154147726,5,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,ppa_random_cair_24_5,20000,True,74.7014954807815,41.8976634501608,91.1034114960919,580,328,580,2.68979576669128,5,
624,ppa_random,False,cair,3,1563324327 cluster_1563324333_1563324337 1563324343,5,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_random_cair_87_5,20000,True,85.4783878082793,50.0933921696085,95.5883865621852,672,295,672,2.48424764298406,5,
625,ppa_random,False,iitb,1,667357387,5,3215340463 667357401 668685374 667357387,ppa_random_iitb_97_5,20000,True,508.55513731179,363.123280476214,537.641508678906,4208,2093,4208,1.64965734278602,5,
626,ppa_random,False,grid_5_5,3,23 10 22,5,22 9 0 10 23 24,ppa_random_grid_5_5_83_5,20000,True,125.401411929404,123.61063613486,125.966920075049,696,597,696,1.15566008048514,5,
627,ppa_random,False,iitb,2,667357415 1990860600,5,667357401 5366445083 667357361 1990860600 667357415 -22,ppa_random_iitb_70_5,20000,True,311.153505261227,258.202269581603,328.803917154435,2452,1078,2452,1.39309960357095,5,
628,ppa_random,False,grid_5_5,4,10 22 23 0,5,22 9 0 10 23 24,ppa_random_grid_5_5_84_5,20000,True,98.08800840042,96.3850109172125,98.6257970793276,602,602,581,1.21626139679167,5,
629,ppa_random,False,iitb,2,5882320075 -22,5,5882320075 -22 667357387 1990860598 667357361,ppa_random_iitb_66_5,20000,True,267.007925498234,264.799320135973,267.589137435671,1871,1537,1871,1.0885733664724,5,
630,ppa_random,False,grid_5_5,1,24,5,20 10 6 1 24 15,ppa_random_grid_5_5_45_5,20000,True,282.06674065187,234.913675598214,296.957182247761,1517,901,1517,1.45339051956577,5,
631,ppa_random,False,grid_5_5,3,1 12 4,5,13 1 12 4,ppa_random_grid_5_5_3_5,20000,True,133.298208358328,104.597867926415,138.764939869169,829,516,829,1.59323671896857,5,
632,ppa_random,False,grid_5_5,1,23,5,22 9 0 10 23 24,ppa_random_grid_5_5_81_5,20000,True,268.319242037898,263.795526890322,269.747783663448,1195,1195,1126,1.13696562233458,5,
633,ppa_random,False,grid_5_5,3,15 23 10,5,10 15 24 18 2 23,ppa_random_grid_5_5_11_5,20000,True,122.52924415117,101.715365260281,129.10204801145,742,639,742,1.44330011312001,5,
634,ppa_random,False,grid_5_5,3,15 20 0,5,0 15 20 4,ppa_random_grid_5_5_75_5,20000,True,129.449688484424,119.340517025851,131.375244952724,816,740,816,1.4608876485036,5,
635,ppa_random,False,cair,4,414035791 1154147727 1563324357 cluster_1563324010_1563324356,5,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_random_cair_92_5,20000,True,63.7640451310768,52.9591720413979,67.919765550184,597,382,597,1.47896391658369,5,
636,ppa_random,False,iitb,1,4369058864,5,4369058864 -22 668685374 668620103 -222 667357401,ppa_random_iitb_33_5,20000,True,582.983058333333,431.91735,633.338294444444,4124,1893,4124,1.63893468239003,5,
637,ppa_random,False,iitb,4,-266 667357412 -222 4369058864,5,667357419 -266 667357412 4369058864 -222,ppa_random_iitb_32_5,20000,True,164.839743269151,111.764211052763,178.806988589253,1113,780,1113,1.88755238568948,5,
638,ppa_random,False,cair,1,1563324324,5,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,ppa_random_cair_49_5,20000,True,184.077825011809,121.228969742436,202.034640803058,1001,600,1001,1.92664464081453,5,
639,ppa_random,False,grid_5_5,1,19,5,17 19 21 13 14,ppa_random_grid_5_5_41_5,20000,True,273.723392508876,228.728549282392,284.972103315497,1584,843,1584,1.38269363657632,5,
640,ppa_random,False,iitb,3,667357412 -266 -222,5,667357419 -266 667357412 4369058864 -222,ppa_random_iitb_31_5,20000,True,211.654691953793,145.949622443366,228.945499719695,1376,809,1376,1.81086578021155,5,
641,ppa_random,False,grid_5_5,2,23 0,5,22 9 0 10 23 24,ppa_random_grid_5_5_82_5,20000,True,169.390589176753,165.630239071722,170.578068157289,883,740,883,1.15846027020251,5,
642,ppa_random,False,grid_5_5,4,11 0 4 16,5,4 13 0 11 16,ppa_random_grid_5_5_8_5,20000,True,94.3725678851828,90.8460969145372,95.2541856278442,553,551,553,1.26155578278037,5,
643,ppa_random,False,cair,3,1563324343 cluster_1563324004_1563324334 1563324348,5,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,ppa_random_cair_23_5,20000,True,93.36465,52.9872833333333,113.553333333333,777,340,777,2.60587976054356,5,
644,ppa_random,False,iitb,1,667357412,5,667357387 667357401 668672700 667357412 667357419,ppa_random_iitb_101_5,20000,True,514.750560640923,384.167657062825,549.114482635159,2914,1670,2914,1.60505190415831,5,
645,ppa_random,False,grid_5_5,4,20 4 0 15,5,0 15 20 4,ppa_random_grid_5_5_76_5,20000,True,106.685070985803,94.5049865026995,109.005087077823,740,432,740,1.54155176741588,5,
646,ppa_random,False,grid_5_5,4,22 24 7 21,5,21 22 9 7 24,ppa_random_grid_5_5_80_5,20000,True,103.569622481124,79.6961648082404,109.537986899345,547,535,547,1.72970234736963,5,
647,ppa_random,False,grid_5_5,3,14 17 19,5,17 19 21 13 14,ppa_random_grid_5_5_43_5,20000,True,127.674973005399,107.675764847031,132.674775044991,778,574,778,1.48134580987094,5,
648,ppa_greedy,False,cair,1,1563324327,0,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,ppa_greedy_cair_57_0,20000,True,207.973844444444,126.3819,248.769816666667,1100,524,1100,2.1298577316154,0,
649,ppa_greedy,False,cair,3,1563324011 cluster_1563324002_1563324346 1154147727,0,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,ppa_greedy_cair_19_0,20000,True,93.4607643750972,72.8626925385077,101.383099696862,807,498,807,1.62356734178663,0,
650,ppa_greedy,False,iitb,2,4369058864 667357412,0,667357419 -266 667357412 4369058864 -222,ppa_greedy_iitb_30_0,20000,True,373.267365451606,185.72406620331,422.620865253789,3194,1113,3194,2.56385751326185,0,
651,ppa_greedy,False,grid_5_5,1,23,0,22 9 0 10 23 24,ppa_greedy_grid_5_5_81_0,20000,True,286.573500750375,236.403743538436,302.416581975198,1416,1043,1416,1.45909905466527,0,
652,ppa_greedy,False,cair,3,cluster_1563324010_1563324356 1563324324 1563324348,0,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,ppa_greedy_cair_55_0,20000,True,98.7688439977554,51.4644332216611,116.962848142407,805,313,805,2.55493129667461,0,
653,ppa_greedy,False,cair,1,cluster_1563324002_1563324346,0,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_greedy_cair_93_0,20000,True,232.656183647379,140.27347840587,278.847536268134,1606,796,1606,2.26868320855531,0,
654,ppa_greedy,False,grid_5_5,3,13 17 21,0,13 17 21 0,ppa_greedy_grid_5_5_39_0,20000,True,127.205454272714,93.2719760988049,133.668973924887,705,528,705,1.70587942765051,0,
655,ppa_greedy,False,iitb,1,668685374,0,4369058864 cluster_-172_5366445082 668685374 667357401,ppa_greedy_iitb_25_0,20000,True,607.672330562927,357.277236769639,657.751349321584,3822,1459,3822,2.05123914793006,0,
656,ppa_greedy,False,cair,3,cluster_1563324004_1563324334 cluster_1563324002_1563324346 1563324349,0,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_greedy_cair_95_0,20000,True,97.6593468562317,54.3140323682851,119.332004100205,764,338,764,2.57959679403876,0,
657,ppa_greedy,False,grid_5_5,3,21 22 9,0,21 22 9 7 24,ppa_greedy_grid_5_5_79_0,20000,True,548.805450272514,90.2575028751437,663.442437121856,19998,666,19998,8.85571965741198,0,
658,ppa_greedy,False,grid_5_5,1,0,0,4 13 0 11 16,ppa_greedy_grid_5_5_5_0,20000,True,327.756303597338,234.485625656677,351.073973082504,2543,912,2543,1.72373194145562,0,
659,ppa_greedy,False,iitb,4,668685374 667357401 667357387 3215340463,0,3215340463 667357401 668685374 667357387,ppa_greedy_iitb_100_0,20000,True,167.198521814485,118.697517748225,176.898722627737,1294,735,1294,1.77977349980766,0,
660,ppa_greedy,False,cair,4,1563324336 cluster_1563324010_1563324356 1563324327 1563324011,0,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,ppa_greedy_cair_60_0,20000,True,76.3406,39.5285333333333,94.7466333333333,532,294,532,2.78660716593214,0,
661,ppa_greedy,False,iitb,1,1990860600,0,667357401 5366445083 667357361 1990860600 667357415 -22,ppa_greedy_iitb_69_0,20000,True,647.4874974995,434.740023004601,718.403322331133,5951,2225,5951,1.80384948420989,0,
662,ppa_greedy,False,grid_5_5,4,21 13 14 19,0,17 19 21 13 14,ppa_greedy_grid_5_5_44_0,20000,True,502.489114455723,77.9744287214361,608.617785889295,19998,496,19998,9.18088435474012,0,
663,ppa_greedy,False,grid_5_5,2,23 0,0,22 9 0 10 23 24,ppa_greedy_grid_5_5_82_0,20000,True,171.033339332134,154.558504965674,176.235918605753,967,694,967,1.34083049652693,0,
664,ppa_greedy,False,cair,1,1563324348,0,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,ppa_greedy_cair_21_0,20000,True,286.375198670712,106.463805808409,376.330895101864,2104,431,2104,3.86522326465567,0,
665,ppa_greedy,False,iitb,2,3215340464 3215340463,0,5882320075 668620103 3215340463 3215340464,ppa_greedy_iitb_62_0,20000,True,281.509095304789,186.623762004802,300.486161964786,2304,885,2304,2.14633319658456,0,
666,ppa_greedy,False,grid_5_5,1,12,0,13 1 12 4,ppa_greedy_grid_5_5_1_0,20000,True,709.546497223195,257.251188272377,795.697984642398,19986,1123,19986,3.28774414311104,0,
667,ppa_greedy,False,grid_5_5,1,24,0,10 15 24 18 2 23,ppa_greedy_grid_5_5_9_0,20000,True,326.324153169366,211.605862160901,362.550981908881,2196,791,2196,1.94607238816794,0,
668,ppa_greedy,False,grid_5_5,2,0 15,0,0 15 20 4,ppa_greedy_grid_5_5_74_0,20000,True,228.61214539273,131.631855907205,247.084581485211,1360,744,1360,2.26679659443485,0,
669,ppa_greedy,False,grid_5_5,2,15 24,0,20 10 6 1 24 15,ppa_greedy_grid_5_5_46_0,20000,True,192.312453736121,120.720174385649,214.920541952059,1078,657,1078,2.03113847359887,0,
670,ppa_greedy,False,grid_5_5,2,10 23,0,10 15 24 18 2 23,ppa_greedy_grid_5_5_10_0,20000,True,180.709545818327,127.771366880085,197.426865483035,1186,588,1186,1.72407151140312,0,
671,ppa_greedy,False,iitb,3,668685374 667357401 cluster_-172_5366445082,0,4369058864 cluster_-172_5366445082 668685374 667357401,ppa_greedy_iitb_27_0,20000,True,261.238982471925,149.305695791263,283.625639808058,2351,757,2351,2.22445120840367,0,
672,ppa_greedy,False,grid_5_5,3,1 6 24,0,20 10 6 1 24 15,ppa_greedy_grid_5_5_47_0,20000,True,145.044111177764,92.4638822235553,161.648394005409,921,524,921,2.04242655973317,0,
673,ppa_greedy,False,iitb,3,1990860600 667357415 -22,0,667357401 5366445083 667357361 1990860600 667357415 -22,ppa_greedy_iitb_71_0,20000,True,260.96526701012,180.54343186782,287.772545390887,3093,990,3093,1.75565854229952,0,
674,ppa_greedy,False,cair,2,1563324343 cluster_1563324004_1563324334,0,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_greedy_cair_86_0,20000,True,144.272120525046,60.3756752025608,168.242533474328,931,392,931,3.53316883660191,0,
675,ppa_greedy,False,iitb,1,667357387,0,3215340463 667357401 668685374 667357387,ppa_greedy_iitb_97_0,20000,True,568.564017521902,371.474105131414,607.982,2891,1410,2891,1.82830732357875,0,
676,ppa_greedy,False,iitb,1,667357361,0,5882320075 -22 667357387 1990860598 667357361,ppa_greedy_iitb_65_0,20000,True,518.044255590575,476.206603631998,529.054164000727,2463,2310,2463,1.17279399797974,0,
677,ppa_greedy,False,cair,3,1563324343 cluster_1563324004_1563324334 1563324348,0,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,ppa_greedy_cair_23_0,20000,True,115.726317485719,42.703198973128,152.237876742015,971,280,971,4.13392173222468,0,
678,ppa_greedy,False,iitb,2,4369058864 5366445083,0,667357387 2055461156 -282 667357412 5366445083 4369058864,ppa_greedy_iitb_106_0,20000,True,318.104767798503,249.304487339768,341.038194618082,2810,1304,2810,1.56735330307041,0,
679,ppa_greedy,False,iitb,2,667357387 667357401,0,3215340463 667357401 668685374 667357387,ppa_greedy_iitb_98_0,20000,True,295.078913068825,193.529120027983,315.388871676994,2447,1046,2447,1.87425798077147,0,
680,ppa_greedy,False,cair,2,cluster_1563324004_1563324334 1563324357,0,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_greedy_cair_94_0,20000,True,133.783819444444,72.2836166666667,164.533920833333,949,476,949,2.56847057747006,0,
681,ppa_greedy,False,iitb,4,3215340463 5882320075 668620103 3215340464,0,5882320075 668620103 3215340463 3215340464,ppa_greedy_iitb_64_0,20000,True,181.605095740426,134.799357564244,190.966243375662,1783,866,1783,1.88478351698617,0,
682,ppa_greedy,False,grid_5_5,2,7 9,0,21 22 9 7 24,ppa_greedy_grid_5_5_78_0,20000,True,594.252722361181,124.758489244622,711.62628064032,19989,701,19989,6.55258006547207,0,
683,ppa_greedy,False,iitb,3,667357387 667357361 5882320075,0,5882320075 -22 667357387 1990860598 667357361,ppa_greedy_iitb_67_0,20000,True,196.075129609255,182.93350670134,199.533451427128,1138,967,1138,1.17921102637616,0,
684,ppa_greedy,False,grid_5_5,3,15 23 10,0,10 15 24 18 2 23,ppa_greedy_grid_5_5_11_0,20000,True,137.317155573336,94.5220783117468,150.831390498048,1085,471,1085,1.79402885239346,0,
685,ppa_greedy,False,cair,3,414035791 1154147727 1563324357,0,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_greedy_cair_91_0,20000,True,93.4814212752241,58.6056319711899,106.89518639216,790,359,790,2.04483334673519,0,
686,ppa_greedy,False,iitb,2,5882320075 -22,0,5882320075 -22 667357387 1990860598 667357361,ppa_greedy_iitb_66_0,20000,True,288.554475478429,274.617163432687,292.222189174677,1631,1319,1631,1.14522406790047,0,
687,ppa_greedy,False,grid_5_5,4,20 4 0 15,0,0 15 20 4,ppa_greedy_grid_5_5_76_0,20000,True,129.813859228154,69.875899820036,141.230613401129,873,415,873,2.52436576618049,0,
688,ppa_greedy,False,grid_5_5,3,15 20 0,0,0 15 20 4,ppa_greedy_grid_5_5_75_0,20000,True,165.414543091382,94.4283393321336,178.93572475981,1084,519,1084,2.33297870657617,0,
689,ppa_greedy,False,iitb,1,4369058864,0,667357387 2055461156 -282 667357412 5366445083 4369058864,ppa_greedy_iitb_105_0,20000,True,567.187189428047,426.649141237285,614.033205491635,5651,1794,5651,1.62938416737517,0,
690,ppa_greedy,False,iitb,3,3215340463 668620103 3215340464,0,5882320075 668620103 3215340463 3215340464,ppa_greedy_iitb_63_0,20000,True,209.632245833333,160.5911625,219.4404625,1524,858,1524,1.72882104048162,0,
691,ppa_greedy,False,iitb,1,667357412,0,667357387 667357401 668672700 667357412 667357419,ppa_greedy_iitb_101_0,20000,True,670.988234509882,425.084521547845,735.699737920945,5528,2725,5528,2.03920135453313,0,
692,ppa_greedy,False,iitb,2,667357387 667357419,0,667357387 667357401 668672700 667357412 667357419,ppa_greedy_iitb_102_0,20000,True,357.685519692651,215.8798239912,395.002808035139,3409,1060,3409,2.18562964451295,0,
693,ppa_greedy,False,grid_5_5,4,1 12 4 13,0,13 1 12 4,ppa_greedy_grid_5_5_4_0,20000,True,505.746632673465,82.0122225554889,586.457948886413,20003,508,20003,8.71164691785434,0,
694,ppa_greedy,False,cair,2,1563324336 1154147727,0,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,ppa_greedy_cair_18_0,20000,True,137.553541767356,107.556782160892,149.090757000612,776,499,776,1.48835534018653,0,
695,ppa_greedy,False,cair,2,cluster_1563324333_1563324337 cluster_1563324010_1563324356,0,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,ppa_greedy_cair_58_0,20000,True,129.774594603603,73.836249854174,157.743766978318,789,388,789,2.38979822735175,0,
696,ppa_greedy,False,grid_5_5,2,1 12,0,13 1 12 4,ppa_greedy_grid_5_5_2_0,20000,True,585.759209762929,138.738033910173,670.906100401549,19993,675,19993,5.23223405352596,0,
697,ppa_greedy,False,cair,4,1563324011 1563324336 cluster_1563324002_1563324346 1154147727,0,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,ppa_greedy_cair_20_0,20000,True,74.439303291893,59.7148185181482,80.1025666664103,540,449,540,1.60807479880865,0,
698,ppa_greedy,False,iitb,3,4369058864 -282 5366445083,0,667357387 2055461156 -282 667357412 5366445083 4369058864,ppa_greedy_iitb_107_0,20000,True,195.547637201473,154.215305901372,209.325080968174,1972,925,1972,1.4905063909987,0,
699,ppa_greedy,False,grid_5_5,2,13 21,0,17 19 21 13 14,ppa_greedy_grid_5_5_42_0,20000,True,575.293764882441,138.517218609305,684.487901450725,19989,710,19989,5.67091445796029,0,
700,ppa_greedy,False,cair,3,1563324327 cluster_1563324333_1563324337 1563324343,0,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_greedy_cair_87_0,20000,True,110.273047458738,45.7595370231488,128.705479011764,951,356,951,3.89956339789513,0,
701,ppa_greedy,False,iitb,4,667357387 667357361 5882320075 1990860598,0,5882320075 -22 667357387 1990860598 667357361,ppa_greedy_iitb_68_0,20000,True,151.824274547061,141.250182509125,154.606930346517,871,725,871,1.20803010016082,0,
702,ppa_greedy,False,iitb,2,4369058864 cluster_-172_5366445082,0,4369058864 cluster_-172_5366445082 668685374 667357401,ppa_greedy_iitb_26_0,20000,True,355.979657463446,208.894775671485,385.396633821838,3309,949,3309,2.13205373080964,0,
703,ppa_greedy,False,iitb,3,667357412 667357419 667357401,0,667357387 667357401 668672700 667357412 667357419,ppa_greedy_iitb_103_0,20000,True,260.920751266413,155.134233153369,288.759308664583,2343,955,2343,2.1691206353918,0,
704,ppa_greedy,False,grid_5_5,2,16 13,0,4 13 0 11 16,ppa_greedy_grid_5_5_6_0,20000,True,216.986071303565,167.54402720136,229.346582329116,1586,1002,1586,1.59000387545644,0,
705,ppa_greedy,False,cair,1,1154147728,0,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,ppa_greedy_cair_53_0,20000,True,243.585511328911,133.061746174617,286.09465177287,1642,561,1642,2.29249800225687,0,
706,ppa_greedy,False,iitb,4,4369058864 667357401 cluster_-172_5366445082 668685374,0,4369058864 cluster_-172_5366445082 668685374 667357401,ppa_greedy_iitb_28_0,20000,True,201.391728740689,117.341061340799,218.201862220667,1981,637,1981,2.13870351587917,0,
707,ppa_greedy,False,cair,2,cluster_1563324010_1563324356 1563324324,0,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,ppa_greedy_cair_54_0,20000,True,134.155347788166,73.0098795060247,157.67283558899,878,383,878,2.39308800429942,0,
708,ppa_greedy,False,grid_5_5,1,7,0,21 22 9 7 24,ppa_greedy_grid_5_5_77_0,20000,True,710.04404620231,185.66816340817,841.138016900845,19998,866,19998,4.98706015550658,0,
709,ppa_greedy,False,cair,4,1563324357 1563324324 cluster_1563324004_1563324334 1154147728,0,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_greedy_cair_96_0,20000,True,78.4771132336517,42.7900351719425,96.3206522645064,664,288,664,2.63686872258414,0,
710,ppa_greedy,False,cair,4,414035791 1154147727 1563324357 cluster_1563324010_1563324356,0,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_greedy_cair_92_0,20000,True,72.9731930070163,45.67601619919,83.4721071638726,649,307,649,2.05783472969149,0,
711,ppa_greedy,False,cair,3,1563324336 1563324349 1154147728,0,1563324324 1154147728 1563324349 1563324336,ppa_greedy_cair_15_0,20000,True,116.912019444444,57.338875,133.932917857143,929,327,929,2.82318824843125,0,
712,ppa_greedy,False,iitb,2,667357415 1990860600,0,667357401 5366445083 667357361 1990860600 667357415 -22,ppa_greedy_iitb_70_0,20000,True,352.329867883638,243.255822288906,388.687883081882,3291,1604,3291,1.78474748993924,0,
713,ppa_greedy,False,grid_5_5,4,10 22 23 0,0,22 9 0 10 23 24,ppa_greedy_grid_5_5_84_0,20000,True,99.320149970006,88.9162334199827,102.605597301592,715,519,715,1.36564996616893,0,
714,ppa_greedy,False,grid_5_5,1,4,0,0 15 20 4,ppa_greedy_grid_5_5_73_0,20000,True,328.504514257129,199.712331165583,353.036358655518,1451,905,1451,1.98346607789982,0,
715,ppa_greedy,False,cair,1,1563324348,0,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_greedy_cair_89_0,20000,True,226.486654779561,137.026026096086,260.89458888859,1772,555,1772,2.0405430494346,0,
716,ppa_greedy,False,cair,3,cluster_1563324002_1563324346 1563324324 1563324348,0,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,ppa_greedy_cair_51_0,20000,True,96.6751628103398,44.4553035607122,111.595122595948,796,271,796,3.04535585142106,0,
717,ppa_greedy,False,iitb,3,-22 4369058864 -222,0,4369058864 -22 668685374 668620103 -222 667357401,ppa_greedy_iitb_35_0,20000,True,249.694634760285,152.934711942389,281.947942366251,2298,923,2298,2.1301818831099,0,
718,ppa_greedy,False,grid_5_5,3,23 10 22,0,22 9 0 10 23 24,ppa_greedy_grid_5_5_83_0,20000,True,123.142403519296,108.780385589549,127.677777602374,703,604,703,1.39009117264818,0,
719,ppa_greedy,False,cair,1,1154147728,0,1563324324 1154147728 1563324349 1563324336,ppa_greedy_cair_13_0,20000,True,288.739469734867,142.066283141571,330.646094475809,1919,674,1919,2.60774857607995,0,
720,ppa_greedy,False,iitb,1,4369058864,0,667357419 -266 667357412 4369058864 -222,ppa_greedy_iitb_29_0,20000,True,720.884388233137,329.022006601981,824.006067609757,5956,1696,5956,2.69687002839471,0,
721,ppa_greedy,False,grid_5_5,2,0 13,0,13 17 21 0,ppa_greedy_grid_5_5_38_0,20000,True,172.251693661268,126.596180763847,180.947981832205,845,611,845,1.55776232311765,0,
722,ppa_greedy,False,iitb,3,667357387 667357401 3215340463,0,3215340463 667357401 668685374 667357387,ppa_greedy_iitb_99_0,20000,True,206.876079328566,140.925563834575,220.066182427364,2145,825,2145,1.86784406938368,0,
723,ppa_greedy,False,iitb,1,4369058864,0,4369058864 -22 668685374 668620103 -222 667357401,ppa_greedy_iitb_33_0,20000,True,682.244799216862,399.461059735066,776.506045710795,6717,1635,6717,2.06998508069245,0,
724,ppa_greedy,False,cair,4,cluster_1563324010_1563324356 1154147728 1563324324 1563324343,0,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,ppa_greedy_cair_56_0,20000,True,83.7018315750879,42.6897655117244,99.47570313792,677,292,677,2.70080848195219,0,
725,ppa_greedy,False,cair,4,cluster_1563324004_1563324334 cluster_1563324333_1563324337 1563324327 1563324343,0,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_greedy_cair_88_0,20000,True,92.0432333333333,35.077575,108.319135714286,973,287,973,4.37200552543057,0,
726,ppa_greedy,False,grid_5_5,1,24,0,20 10 6 1 24 15,ppa_greedy_grid_5_5_45_0,20000,True,311.501955293294,203.48783150806,345.611678593894,1694,770,1694,1.88315940911109,0,
727,ppa_greedy,False,grid_5_5,1,19,0,17 19 21 13 14,ppa_greedy_grid_5_5_41_0,20000,True,666.860432172869,224.745508203281,777.389163165266,19991,1080,19991,3.70087311170243,0,
728,ppa_greedy,False,cair,3,cluster_1563324010_1563324356 1563324011 1563324327,0,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,ppa_greedy_cair_59_0,20000,True,89.1409724305764,48.9159249258259,109.253496182952,628,317,628,2.58473755234284,0,
