,Algorithm,done,Graph,No. of Agents,Initial Locations,Parameters,Priority Nodes,Random String,sim_length,use_sim_time,Average Idleness,Priority Average Idleness,N. P. Average Idleness,Max Idleness,Priority Max Idleness,N. P.  Max Idleness,Average Ration,Depth,Sampling size
268,ppa_exhaustive,False,iitb,4,667357415 1990860600 667357401 667357361,5,667357401 5366445083 667357361 1990860600 667357415 -22,ppa_exhaustive_iitb_72_5,20000,True,266.615525662183,223.987706489307,280.824798719808,2210,1446,2210,1.41859576964264,5,
269,ppa_exhaustive,False,iitb,1,1990860600,5,667357401 5366445083 667357361 1990860600 667357415 -22,ppa_exhaustive_iitb_69_5,20000,True,517.221798335585,405.334067143643,554.517708732899,2831,1544,2831,1.50637924302487,5,
270,ppa_exhaustive,False,grid_5_5,4,22 24 7 21,5,21 22 9 7 24,ppa_exhaustive_grid_5_5_80_5,20000,True,129.236497824891,92.0569328466423,138.531389069454,861,558,861,1.75465182368584,5,
271,ppa_exhaustive,False,grid_5_5,2,0 15,5,0 15 20 4,ppa_exhaustive_grid_5_5_74_5,20000,True,237.392515625781,185.208272913646,247.332371380474,949,657,949,1.69608114290602,5,
272,ppa_exhaustive,False,iitb,2,4369058864 cluster_-172_5366445082,5,4369058864 cluster_-172_5366445082 668685374 667357401,ppa_exhaustive_iitb_26_5,20000,True,381.881177622261,236.074606348413,411.042491877031,3127,1189,3127,1.98472641783055,5,
273,ppa_exhaustive,False,iitb,3,667357412 667357419 667357401,5,667357387 667357401 668672700 667357412 667357419,ppa_exhaustive_iitb_103_5,20000,True,400.66584129525,337.765224350958,417.218635227958,2447,1713,2447,1.46757403864645,5,
274,ppa_exhaustive,False,cair,2,1563324336 1154147727,5,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,ppa_exhaustive_cair_18_5,20000,True,168.316391666667,140.70286,178.936980769231,697,637,697,1.50301761897325,5,
275,ppa_exhaustive,False,cair,1,cluster_1563324004_1563324334,5,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_exhaustive_cair_85_5,20000,True,187.008645308975,126.41902940294,204.319964139271,843,420,843,1.98326450346169,5,
276,ppa_exhaustive,False,grid_5_5,4,10 22 23 0,5,22 9 0 10 23 24,ppa_exhaustive_grid_5_5_84_5,20000,True,126.614906745337,118.448330749871,129.193825480748,791,791,593,1.38053924798985,5,
277,ppa_exhaustive,False,grid_5_5,3,11 13 4,5,4 13 0 11 16,ppa_exhaustive_grid_5_5_7_5,20000,True,152.798026098695,162.010269486526,150.494965251737,928,928,752,1.16485796083524,5,
278,ppa_exhaustive,False,grid_5_5,1,19,5,17 19 21 13 14,ppa_exhaustive_grid_5_5_41_5,20000,True,261.471350540216,234.553941576631,268.200702781112,1775,712,1775,1.25040084295935,5,
279,ppa_exhaustive,False,cair,4,cluster_1563324010_1563324356 1154147728 1563324324 1563324343,5,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,ppa_exhaustive_cair_56_5,20000,True,73.3771138888889,55.07506,80.4163653846154,741,476,741,1.72809920067928,5,
280,ppa_exhaustive,False,grid_5_5,2,7 9,5,21 22 9 7 24,ppa_exhaustive_grid_5_5_78_5,20000,True,169.668032016008,124.038309154577,181.075462731366,839,597,839,1.65850137219121,5,
281,ppa_exhaustive,False,iitb,1,4369058864,5,667357419 -266 667357412 4369058864 -222,ppa_exhaustive_iitb_29_5,20000,True,523.79633751855,359.485348406783,567.036071495331,3040,1486,3040,1.72279836725508,5,
282,ppa_exhaustive,False,cair,3,cluster_1563324010_1563324356 1563324324 1563324348,5,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,ppa_exhaustive_cair_55_5,20000,True,117.570318317718,86.8681404421326,129.378848269866,575,485,575,1.69150987237088,5,
283,ppa_exhaustive,False,iitb,3,667357412 -266 -222,5,667357419 -266 667357412 4369058864 -222,ppa_exhaustive_iitb_31_5,20000,True,553.184118411841,277.720552055206,625.674530610956,2445,1045,2445,2.46616697053453,5,
284,ppa_exhaustive,False,grid_5_5,3,21 22 9,5,21 22 9 7 24,ppa_exhaustive_grid_5_5_79_5,20000,True,141.829170165967,100.021385722855,152.281116276745,836,505,836,1.75372141426822,5,
285,ppa_exhaustive,False,iitb,4,667357387 667357361 5882320075 1990860598,5,5882320075 -22 667357387 1990860598 667357361,ppa_exhaustive_iitb_68_5,20000,True,233.875837248825,230.193451964411,234.844886007882,1631,1331,1631,1.13678289394222,5,
286,ppa_exhaustive,False,iitb,1,667357412,5,667357387 667357401 668672700 667357412 667357419,ppa_exhaustive_iitb_101_5,20000,True,533.445367358852,458.559699774831,553.152121986227,2422,1700,2422,1.33254496921932,5,
287,ppa_exhaustive,False,iitb,2,667357415 1990860600,5,667357401 5366445083 667357361 1990860600 667357415 -22,ppa_exhaustive_iitb_70_5,20000,True,300.35845493312,261.09738810321,313.445477209757,2250,1407,2250,1.3232616122219,5,
288,ppa_exhaustive,False,cair,1,1563324011,5,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,ppa_exhaustive_cair_17_5,20000,True,181.04971740109,168.289401290452,185.957531289798,700,643,700,1.20449037076958,5,
289,ppa_exhaustive,False,cair,4,1154147728 1563324336 1563324324 1563324349,5,1563324324 1154147728 1563324349 1563324336,ppa_exhaustive_cair_16_5,20000,True,99.5120160658634,69.3068846557672,108.142053611605,945,407,945,1.77364978994182,5,
290,ppa_exhaustive,False,cair,3,1563324327 cluster_1563324333_1563324337 1563324343,5,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_exhaustive_cair_87_5,20000,True,96.7569527777778,62.752175,106.472603571429,774,428,774,2.39708367000196,5,
291,ppa_exhaustive,False,cair,2,cluster_1563324004_1563324334 1563324357,5,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_exhaustive_cair_94_5,20000,True,132.536745341201,90.0849168250158,153.762659599293,1073,521,1073,1.82299567445017,5,
292,ppa_exhaustive,False,cair,1,cluster_1563324002_1563324346,5,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_exhaustive_cair_93_5,20000,True,187.907697222222,126.725275,218.498908333333,1080,523,1080,1.82445685076901,5,
293,ppa_exhaustive,False,grid_5_5,4,15 10 2 24,5,10 15 24 18 2 23,ppa_exhaustive_grid_5_5_12_5,20000,True,176.959613942091,130.285976229768,191.698657430193,1264,616,1264,1.76979761385007,5,
294,ppa_exhaustive,False,iitb,2,4369058864 667357412,5,667357419 -266 667357412 4369058864 -222,ppa_exhaustive_iitb_30_5,20000,True,304.351601682913,185.659175206198,335.586450755732,2101,1004,2101,1.98465571532017,5,
295,ppa_exhaustive,False,grid_5_5,3,13 17 21,5,13 17 21 0,ppa_exhaustive_grid_5_5_39_5,20000,True,135.419084183163,106.355441411718,140.955016139629,875,568,875,1.69338383931839,5,
296,ppa_exhaustive,False,cair,4,cluster_1563324004_1563324334 cluster_1563324333_1563324337 1563324327 1563324343,5,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_exhaustive_cair_88_5,20000,True,79.0219938660533,48.9937368736874,87.6014958638721,690,401,690,2.71054692801613,5,
297,ppa_exhaustive,False,cair,1,1563324348,5,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_exhaustive_cair_89_5,20000,True,193.044936765131,154.546479295859,207.852035791774,1004,558,1004,1.42007932657577,5,
298,ppa_exhaustive,False,iitb,2,5882320075 -22,5,5882320075 -22 667357387 1990860598 667357361,ppa_exhaustive_iitb_66_5,20000,True,280.323365440747,281.00016012009,280.145261577762,1755,1429,1755,1.08647541800742,5,
299,ppa_exhaustive,False,grid_5_5,4,1 12 4 13,5,13 1 12 4,ppa_exhaustive_grid_5_5_4_5,20000,True,128.663634818259,86.6369931503425,136.668709421672,882,453,882,1.90389974594721,5,
300,ppa_exhaustive,False,grid_5_5,3,15 23 10,5,10 15 24 18 2 23,ppa_exhaustive_grid_5_5_11_5,20000,True,186.640994149122,139.218857828674,201.616405618738,1308,647,1308,1.69145733400145,5,
301,ppa_exhaustive,False,grid_5_5,1,23,5,22 9 0 10 23 24,ppa_exhaustive_grid_5_5_81_5,20000,True,257.41856142457,245.190742963852,261.279977780586,867,867,680,1.16164997098148,5,
302,ppa_exhaustive,False,cair,4,1563324357 1563324324 cluster_1563324004_1563324334 1154147728,5,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_exhaustive_cair_96_5,20000,True,87.7415962535207,58.3586320683966,102.433078346083,906,467,906,2.00415114883066,5,
303,ppa_exhaustive,False,grid_5_5,1,4,5,0 15 20 4,ppa_exhaustive_grid_5_5_73_5,20000,True,287.736156462585,228.03418867547,299.107959850607,949,662,949,1.59258514303005,5,
304,ppa_exhaustive,False,grid_5_5,3,1 12 4,5,13 1 12 4,ppa_exhaustive_grid_5_5_3_5,20000,True,130.360127974405,88.3881723655269,138.35478618562,919,547,919,1.83552116531388,5,
305,ppa_exhaustive,False,cair,4,414035791 1154147727 1563324357 cluster_1563324010_1563324356,5,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_exhaustive_cair_92_5,20000,True,138.118383333333,113.99492,147.396638461538,689,474,689,1.42844240168961,5,
306,ppa_exhaustive,False,grid_5_5,4,11 0 4 16,5,4 13 0 11 16,ppa_exhaustive_grid_5_5_8_5,20000,True,142.715162967407,144.967236552689,142.152144571086,896,896,692,1.20864416865432,5,
307,ppa_exhaustive,False,iitb,4,3215340463 5882320075 668620103 3215340464,5,5882320075 668620103 3215340463 3215340464,ppa_exhaustive_iitb_64_5,20000,True,237.296923948544,208.989064687062,242.95849580084,1901,1253,1901,1.57946108524197,5,
308,ppa_exhaustive,False,grid_5_5,4,17 0 21 13,5,13 17 21 0,ppa_exhaustive_grid_5_5_40_5,20000,True,208.139848977347,164.367580137021,216.477423994552,952,522,952,1.58827698319578,5,
309,ppa_exhaustive,False,iitb,3,3215340463 668620103 3215340464,5,5882320075 668620103 3215340463 3215340464,ppa_exhaustive_iitb_63_5,20000,True,311.251991666667,241.057975,325.290795,2054,1221,2054,1.66910884860441,5,
310,ppa_exhaustive,False,grid_5_5,2,13 21,5,17 19 21 13 14,ppa_exhaustive_grid_5_5_42_5,20000,True,238.220427914417,213.201959608078,244.475044991002,1321,663,1321,1.26745608363611,5,
311,ppa_exhaustive,False,grid_5_5,1,12,5,13 1 12 4,ppa_exhaustive_grid_5_5_1_5,20000,True,292.103319165958,199.54188959448,309.734067655764,1071,706,1071,1.72991327553499,5,
312,ppa_exhaustive,False,grid_5_5,1,0,5,4 13 0 11 16,ppa_exhaustive_grid_5_5_5_5,20000,True,274.302514634512,274.971291339371,274.135320458298,986,985,986,1.09826610355055,5,
313,ppa_exhaustive,False,cair,1,1154147728,5,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,ppa_exhaustive_cair_53_5,20000,True,188.083086036922,141.471321396419,206.010687821731,952,572,952,1.58061955411406,5,
314,ppa_exhaustive,False,cair,2,cluster_1563324333_1563324337 cluster_1563324010_1563324356,5,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,ppa_exhaustive_cair_58_5,20000,True,134.558055805581,104.930876420975,149.371645497883,753,485,753,1.63910726442113,5,
315,ppa_exhaustive,False,cair,3,1563324336 1563324349 1154147728,5,1563324324 1154147728 1563324349 1563324336,ppa_exhaustive_cair_15_5,20000,True,129.223869362087,82.5349732513374,142.563553965159,1025,406,1025,1.8673342243987,5,
316,ppa_exhaustive,False,iitb,4,668685374 667357401 667357387 3215340463,5,3215340463 667357401 668685374 667357387,ppa_exhaustive_iitb_100_5,20000,True,450.819698598403,336.161766911654,473.751284935753,2364,1069,2364,1.56896137380654,5,
317,ppa_exhaustive,False,grid_5_5,2,23 0,5,22 9 0 10 23 24,ppa_exhaustive_grid_5_5_82_5,20000,True,245.303415316937,233.55607211891,249.013102642629,804,804,636,1.17431647071096,5,
318,ppa_exhaustive,False,grid_5_5,1,13,5,13 17 21 0,ppa_exhaustive_grid_5_5_37_5,20000,True,272.879531976599,206.474986249312,285.528016877034,963,637,963,1.5494503086956,5,
319,ppa_exhaustive,False,grid_5_5,4,21 13 14 19,5,17 19 21 13 14,ppa_exhaustive_grid_5_5_44_5,20000,True,110.334742737137,96.5527476373819,113.780241512076,942,570,942,1.40132064534275,5,
320,ppa_exhaustive,False,iitb,3,668685374 667357401 cluster_-172_5366445082,5,4369058864 cluster_-172_5366445082 668685374 667357401,ppa_exhaustive_iitb_27_5,20000,True,336.885644236698,202.303429485577,363.802087186922,3636,1248,3636,2.13998545971343,5,
321,ppa_exhaustive,False,iitb,2,3215340464 3215340463,5,5882320075 668620103 3215340463 3215340464,ppa_exhaustive_iitb_62_5,20000,True,327.217467523805,304.100980539297,331.840764920706,2065,1317,2065,1.41715261796508,5,
322,ppa_exhaustive,False,cair,2,1563324343 cluster_1563324004_1563324334,5,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_exhaustive_cair_86_5,20000,True,141.87753497572,94.0617561756176,155.539186061463,837,463,837,2.16908261480593,5,
323,ppa_exhaustive,False,iitb,4,-266 667357412 -222 4369058864,5,667357419 -266 667357412 4369058864 -222,ppa_exhaustive_iitb_32_5,20000,True,264.829954898626,152.451090436174,294.403340283482,1928,955,1928,2.3097927572038,5,
324,ppa_random,False,cair,2,cluster_1563324333_1563324337 cluster_1563324010_1563324356,0,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,ppa_random_cair_58_0,20000,True,119.946197134588,72.3099678349416,143.764311784411,834,753,834,2.26428392203431,0,
325,ppa_random,False,cair,4,1563324324 1563324353 cluster_1563324002_1563324346 1563324348,0,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,ppa_random_cair_52_0,20000,True,78.9715929611664,33.789243386508,91.8808356967831,668,231,668,3.31321029065718,0,
326,ppa_random,False,grid_5_5,3,21 22 9,0,21 22 9 7 24,ppa_random_grid_5_5_79_0,20000,True,153.025145771866,90.4837925688853,168.660484072611,1078,670,1078,2.20117728387908,0,
327,ppa_random,False,iitb,1,667357412,0,667357387 667357401 668672700 667357412 667357419,ppa_random_iitb_101_0,20000,True,622.91590104975,334.825474390427,698.729171223257,5606,1273,5606,2.29389737161881,0,
328,ppa_random,False,iitb,4,-222 4369058864 667357401 -22,0,4369058864 -22 668685374 668620103 -222 667357401,ppa_random_iitb_36_0,20000,True,210.004973756561,131.762809297676,236.085695242856,2011,1065,2011,2.10465960750055,0,
329,ppa_random,False,grid_5_5,2,16 13,0,4 13 0 11 16,ppa_random_grid_5_5_6_0,20000,True,201.966670665867,156.538412317537,213.323735252949,1623,951,1623,1.67989963332326,0,
330,ppa_random,False,iitb,2,3215340464 3215340463,0,5882320075 668620103 3215340463 3215340464,ppa_random_iitb_62_0,20000,True,302.036818022703,229.925688853328,316.459043856578,2406,1357,2406,1.70011658196656,0,
331,ppa_random,False,cair,1,1154147728,0,1563324324 1154147728 1563324349 1563324336,ppa_random_cair_13_0,20000,True,283.335845574953,135.185733580111,325.664449002051,2000,704,2000,2.65704722408533,0,
332,ppa_random,False,cair,1,1563324348,0,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_random_cair_89_0,20000,True,229.580273152084,140.166494974246,263.970187835868,1745,789,1745,2.01585137770613,0,
333,ppa_random,False,grid_5_5,4,20 4 0 15,0,0 15 20 4,ppa_random_grid_5_5_76_0,20000,True,131.769511524424,71.1538423078846,143.315353279955,1024,510,1024,2.58412804991884,0,
334,ppa_random,False,grid_5_5,4,10 22 23 0,0,22 9 0 10 23 24,ppa_random_grid_5_5_84_0,20000,True,102.655426771339,91.2527626381319,106.256268076562,684,545,684,1.37313581738387,0,
335,ppa_random,False,cair,2,1563324324 1563324336,0,1563324324 1154147728 1563324349 1563324336,ppa_random_cair_14_0,20000,True,166.744857201584,80.1389680515974,191.489396958724,1485,457,1485,2.70624372346811,0,
336,ppa_random,False,cair,2,1563324343 cluster_1563324004_1563324334,0,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_random_cair_86_0,20000,True,160.114356529181,62.1129088726618,188.114770145329,1498,513,1498,3.80461495868676,0,
337,ppa_random,False,iitb,4,667357387 667357361 5882320075 1990860598,0,5882320075 -22 667357387 1990860598 667357361,ppa_random_iitb_68_0,20000,True,162.037657051923,153.097830433913,164.390243004031,946,733,946,1.19358009626295,0,
338,ppa_random,False,grid_5_5,3,14 17 19,0,17 19 21 13 14,ppa_random_grid_5_5_43_0,20000,True,135.557896105195,102.016409179541,143.943267836608,1397,661,1397,1.66093997354353,0,
339,ppa_random,False,grid_5_5,4,11 0 4 16,0,4 13 0 11 16,ppa_random_grid_5_5_8_0,20000,True,122.145354929014,95.0428414317137,128.920983303339,913,632,913,1.6577287854842,0,
340,ppa_random,False,cair,3,414035791 1154147727 1563324357,0,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_random_cair_91_0,20000,True,105.623302438265,65.4926985397079,121.058150091557,951,428,951,2.06574492925697,0,
341,ppa_random,False,cair,3,cluster_1563324004_1563324334 cluster_1563324002_1563324346 1563324349,0,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_random_cair_95_0,20000,True,100.946741551811,57.0057913770978,122.917216639168,815,510,815,2.52940886938939,0,
342,ppa_random,False,cair,1,1563324011,0,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,ppa_random_cair_17_0,20000,True,248.729697222222,223.73738,258.342126923077,1955,1955,1805,1.43938751650377,0,
343,ppa_random,False,grid_5_5,2,13 21,0,17 19 21 13 14,ppa_random_grid_5_5_42_0,20000,True,202.565613719314,160.091665416729,213.18410079496,2345,1236,2345,1.507120336228,0,
344,ppa_random,False,grid_5_5,2,0 15,0,0 15 20 4,ppa_random_grid_5_5_74_0,20000,True,220.956486946084,119.708687606282,240.241782058427,1592,724,1592,2.39089032785247,0,
345,ppa_random,False,grid_5_5,1,24,0,20 10 6 1 24 15,ppa_random_grid_5_5_45_0,20000,True,327.791177558878,189.268288414421,371.535247815022,2612,770,2612,2.16777900893703,0,
346,ppa_random,False,grid_5_5,3,15 20 0,0,0 15 20 4,ppa_random_grid_5_5_75_0,20000,True,162.679542091582,87.7441636672666,176.952947505737,1274,601,1274,2.48319299697517,0,
347,ppa_random,False,cair,1,cluster_1563324004_1563324334,0,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_random_cair_85_0,20000,True,251.46500349965,95.0495700429957,296.155127344408,1903,575,1903,3.76164291323772,0,
348,ppa_random,False,cair,3,1563324336 1563324349 1154147728,0,1563324324 1154147728 1563324349 1563324336,ppa_random_cair_15_0,20000,True,119.891710970007,60.3446952652367,136.905144028513,967,396,967,2.73667907095172,0,
349,ppa_random,False,cair,4,1563324336 cluster_1563324010_1563324356 1563324327 1563324011,0,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,ppa_random_cair_60_0,20000,True,74.142926590774,41.3096654832742,90.5595571445239,467,289,467,2.5385274464311,0,
350,ppa_random,False,cair,4,1563324011 1563324336 cluster_1563324002_1563324346 1154147727,0,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,ppa_random_cair_20_0,20000,True,81.8667388888889,68.1142,87.1561769230769,653,653,622,1.59434133463126,0,
351,ppa_random,False,cair,4,cluster_1563324004_1563324334 cluster_1563324333_1563324337 1563324327 1563324343,0,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_random_cair_88_0,20000,True,89.9140052894178,34.2544254425443,105.816742388525,806,269,806,4.30435591174488,0,
352,ppa_random,False,cair,1,1563324324,0,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,ppa_random_cair_49_0,20000,True,228.416559716875,104.431534076704,263.840852756924,1517,672,1517,3.06222903068447,0,
353,ppa_random,False,iitb,1,667357387,0,3215340463 667357401 668685374 667357387,ppa_random_iitb_97_0,20000,True,518.650090412146,327.742600369982,556.831588420579,3763,1800,3763,1.90043491229898,0,
354,ppa_random,False,iitb,4,-266 667357412 -222 4369058864,0,667357419 -266 667357412 4369058864 -222,ppa_random_iitb_32_0,20000,True,239.409810812614,108.648756816249,273.820614495867,2287,660,2287,2.92930813564023,0,
355,ppa_random,False,iitb,1,4369058864,0,4369058864 -22 668685374 668620103 -222 667357401,ppa_random_iitb_33_0,20000,True,701.918238207193,365.367815516983,814.101712437263,7856,1404,7856,2.35282476055211,0,
356,ppa_random,False,iitb,3,668685374 667357401 cluster_-172_5366445082,0,4369058864 cluster_-172_5366445082 668685374 667357401,ppa_random_iitb_27_0,20000,True,285.026728419754,152.659332966648,311.500207510375,3082,904,3082,2.3460888111793,0,
357,ppa_random,False,grid_5_5,4,24 20 10 6,0,20 10 6 1 24 15,ppa_random_grid_5_5_48_0,20000,True,123.849178164367,74.9662984069853,139.285877035119,1128,445,1128,2.18105232880097,0,
358,ppa_random,False,iitb,4,667357415 1990860600 667357401 667357361,0,667357401 5366445083 667357361 1990860600 667357415 -22,ppa_random_iitb_72_0,20000,True,207.741940320888,144.89450359041,228.691085897714,1934,1128,1934,1.81964946629564,0,
359,ppa_random,False,grid_5_5,4,1 12 4 13,0,13 1 12 4,ppa_random_grid_5_5_4_0,20000,True,119.924404220211,84.3147532376619,126.707194883554,728,664,728,1.81822403157087,0,
360,ppa_random,False,grid_5_5,3,13 17 21,0,13 17 21 0,ppa_random_grid_5_5_39_0,20000,True,137.065245262263,84.9614355717786,146.989780441403,1039,480,1039,2.02190300239805,0,
361,ppa_random,False,grid_5_5,2,23 0,0,22 9 0 10 23 24,ppa_random_grid_5_5_82_0,20000,True,184.098447077646,165.993341999567,189.81584868125,1215,889,1215,1.31205495171123,0,
362,ppa_random,False,iitb,4,4369058864 667357401 cluster_-172_5366445082 668685374,0,4369058864 cluster_-172_5366445082 668685374 667357401,ppa_random_iitb_28_0,20000,True,216.596711831075,125.196777661117,234.876698665067,1742,786,1742,2.27573861357346,0,
363,ppa_random,False,cair,3,cluster_1563324002_1563324346 1563324324 1563324348,0,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,ppa_random_cair_51_0,20000,True,99.0086690109939,44.4113544322784,114.60790174777,789,345,789,3.10695622718498,0,
364,ppa_random,False,grid_5_5,1,4,0,0 15 20 4,ppa_random_grid_5_5_73_0,20000,True,339.298657462985,183.986519607843,368.881921816346,2202,924,2202,2.29209563902676,0,
365,ppa_random,False,iitb,3,667357387 667357361 5882320075,0,5882320075 -22 667357387 1990860598 667357361,ppa_random_iitb_67_0,20000,True,206.185990187258,193.713134746102,209.46832056651,1171,1085,1171,1.18345821932243,0,
366,ppa_random,False,iitb,4,668685374 667357401 667357387 3215340463,0,3215340463 667357401 668685374 667357387,ppa_random_iitb_100_0,20000,True,179.415366861637,115.399677548368,192.218504724291,1549,645,1549,2.0198704762376,0,
367,ppa_random,False,cair,2,cluster_1563324004_1563324334 1563324357,0,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_random_cair_94_0,20000,True,146.66570282597,85.5178074429612,177.239650517474,1010,578,1010,2.40877843808806,0,
368,ppa_random,False,grid_5_5,4,17 0 21 13,0,13 17 21 0,ppa_random_grid_5_5_40_0,20000,True,108.980752962352,66.0599095045248,117.156151716224,691,563,691,2.07881910643288,0,
369,ppa_random,False,cair,2,cluster_1563324010_1563324356 1563324324,0,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,ppa_random_cair_54_0,20000,True,147.516917752669,79.1399260073993,173.815760731619,1290,525,1290,2.43015073358689,0,
370,ppa_random,False,iitb,2,-22 4369058864,0,4369058864 -22 668685374 668620103 -222 667357401,ppa_random_iitb_34_0,20000,True,382.85642125715,228.587356781908,434.279442748898,3096,1119,3096,2.23069104573576,0,
371,ppa_random,False,grid_5_5,1,13,0,13 17 21 0,ppa_random_grid_5_5_37_0,20000,True,311.306835443038,187.380397258218,334.911871287766,1903,859,1903,1.96247215039531,0,
372,ppa_random,False,iitb,2,667357387 667357419,0,667357387 667357401 668672700 667357412 667357419,ppa_random_iitb_102_0,20000,True,374.232532796586,201.175976396459,419.773731849251,3719,894,3719,2.35286370812121,0,
373,ppa_random,False,grid_5_5,1,7,0,21 22 9 7 24,ppa_random_grid_5_5_77_0,20000,True,330.721586793397,218.03967983992,358.892063531766,2191,1252,2191,1.91312501060229,0,
374,ppa_random,False,grid_5_5,2,0 13,0,13 17 21 0,ppa_random_grid_5_5_38_0,20000,True,182.360222033305,115.962156823524,195.007472549454,1048,811,1048,1.922931513929,0,
375,ppa_random,False,cair,3,1563324327 cluster_1563324333_1563324337 1563324343,0,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,ppa_random_cair_87_0,20000,True,112.966042746582,42.2598254912746,133.167819105241,985,326,985,4.22098567801439,0,
376,ppa_random,False,cair,2,1563324357 cluster_1563324010_1563324356,0,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,ppa_random_cair_90_0,20000,True,137.236947389478,85.620474094819,157.089437118193,1016,473,1016,2.01153043881702,0,
377,ppa_random,False,iitb,1,667357361,0,5882320075 -22 667357387 1990860598 667357361,ppa_random_iitb_65_0,20000,True,500.536511211136,441.363930982746,516.108242850186,3123,1785,3123,1.23870255618545,0,
378,ppa_random,False,iitb,3,1990860600 667357415 -22,0,667357401 5366445083 667357361 1990860600 667357415 -22,ppa_random_iitb_71_0,20000,True,245.089783184955,165.921884898803,271.479082613673,2367,1278,2367,1.79632320553488,0,
379,ppa_random,False,iitb,2,5882320075 -22,0,5882320075 -22 667357387 1990860598 667357361,ppa_random_iitb_66_0,20000,True,278.635844748858,254.359774022598,285.024284413664,1817,1306,1817,1.20463558783939,0,
380,ppa_random,False,cair,1,1563324348,0,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,ppa_random_cair_21_0,20000,True,287.051806833845,110.474964985994,375.34022775777,2297,677,2297,3.7974090859554,0,
381,ppa_random,False,cair,4,cluster_1563324010_1563324356 1154147728 1563324324 1563324343,0,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,ppa_random_cair_56_0,20000,True,87.7403472222222,46.81652,103.480280769231,748,301,748,2.51985325062544,0,
382,ppa_random,False,grid_5_5,1,23,0,22 9 0 10 23 24,ppa_random_grid_5_5_81_0,20000,True,288.018515406162,242.712093170602,302.325806638445,1683,1374,1683,1.4166801455029,0,
383,ppa_random,False,cair,1,cluster_1563324002_1563324346,0,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,ppa_random_cair_93_0,20000,True,254.350183675397,149.537513129595,306.756518948299,1757,1227,1757,2.35327863225829,0,
384,ppa_random,False,iitb,2,4369058864 667357412,0,667357419 -266 667357412 4369058864 -222,ppa_random_iitb_30_0,20000,True,405.908295842706,204.53743564109,458.90062747471,3159,1132,3159,2.54076559304446,0,
385,ppa_random,False,grid_5_5,4,21 13 14 19,0,17 19 21 13 14,ppa_random_grid_5_5_44_0,20000,True,113.510329934013,86.9649570085983,120.146673165367,1211,542,1211,1.62254570078137,0,
386,ppa_random,False,cair,2,1154147726 cluster_1563324004_1563324334,0,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,ppa_random_cair_22_0,20000,True,175.562858698491,64.8487591046219,230.919908495425,1353,389,1353,4.06062793539481,0,
